Lead_ID,IČO,Company_Name,CZ_NACE_Section,CZ_NACE_Section_Label,Industry,Region_Code,Region_Name,Legal_Form_Code,Legal_Form_Label,Founding_Year,Company_Age_Years,Size_Band,NumberOfEmployees,Annual_Revenue_MCZK__c,LeadSource,Status,Rating,Owner,Web_Interactions__c,Email_Opens__c,Email_Clicks__c,Emails_Sent__c,Email_Open_Rate__c,Form_Submissions__c,Demo_Requested__c,Time_to_First_Response_h__c,Calls_Made__c,Meetings_Held__c,Proposal_Sent__c,Content_Downloads__c,Chatbot_Interactions__c,LinkedIn_Viewed__c,Days_Since_Last_Activity__c,CreatedDate,LastActivityDate,Days_in_Pipeline__c,Rule_Based_Score,Rule_Based_Segment,Conversion_Probability,Win_Probability__c,Converted,Closed_Won,IČO_Duplicate_Flag
00Q0016080,04283112,FM&S Czech a.s.,L,Real Estate,Real Estate,CZ010,Praha,121,a.s.,2015,11,Medium,153,257.27,Referral,Contacted,Hot,Pavel Kratochvíl,4,5,1,9,0.5643,0,False,18.7,1,1,False,2,0,True,14,2024-01-15,2024-02-03,19,80,High,0.905812,0.38,1,0,0
00Q0016081,03153975,"Kuťa, s.r.o.",F,Construction,Construction,CZ010,Praha,112,s.r.o.,2014,12,Small,37,44.53,Referral,Unqualified,Warm,Pavel Kratochvíl,1,2,0,10,0.213,1,False,86.2,2,0,False,1,0,False,272,2023-12-23,2024-01-25,33,10,Low,0.003252,0.16,0,0,0
00Q0016082,07963220,PURA MAYA s.r.o.,A,Agriculture,Agriculture,CZ063,Kraj Vysočina,112,s.r.o.,2019,7,Small,36,60.15,Email Campaign,Contacted,Cold,Pavel Kratochvíl,7,7,4,11,0.6914,1,False,187.9,3,1,False,2,1,False,7,2023-12-03,2023-12-16,13,41,Medium,0.191051,0.141,0,0,0
00Q0016083,28367073,FLASH STYLE s.r.o.,G,Wholesale & Retail,Retail,CZ010,Praha,112,s.r.o.,2008,18,Small,17,39.09,Partner,Nurturing,Warm,Jana Procházková,0,2,1,5,0.4381,1,False,18.0,1,1,False,3,1,False,0,2024-07-31,2024-10-06,67,65,High,0.610536,0.265,0,0,0
00Q0016084,25771566,Fjord Bohemia s.r.o.,C,Manufacturing,Manufacturing,CZ010,Praha,112,s.r.o.,1999,27,Medium,99,127.47,Email Campaign,Working,Cold,Lucie Horáková,0,7,0,13,0.5983,0,False,148.4,2,0,False,0,0,False,14,2023-10-02,2023-10-20,18,56,Medium,0.082849,0.106,0,0,0
00Q0016085,27860191,AgriStar - agrochemicals s.r.o.,C,Manufacturing,Manufacturing,CZ071,Olomoucký,112,s.r.o.,2008,18,Small,21,85.5,Web,Qualified,Warm,Jana Procházková,8,4,0,9,0.5138,3,True,26.1,2,0,False,3,2,True,0,2022-08-19,2022-09-30,42,76,High,0.854667,0.226,1,0,0
00Q0016086,28081471,VAVI s.r.o.,C,Manufacturing,Manufacturing,CZ031,Jihočeský,112,s.r.o.,2008,18,Medium,63,197.76,LinkedIn,Nurturing,Cold,Tomáš Dvořák,1,2,1,7,0.419,2,False,144.5,4,0,False,1,0,False,48,2022-01-11,2022-06-08,148,47,Medium,0.089902,0.097,0,0,0
00Q0016087,27155676,EUROASIST s.r.o.,S,Other Services,Other,CZ020,Středočeský,112,s.r.o.,2004,22,Medium,93,143.93,Email Campaign,Contacted,Warm,Martin Novák,9,3,1,8,0.4496,1,False,12.9,4,1,False,2,3,True,11,2024-05-23,2024-07-17,55,52,Medium,0.22457,0.252,0,0,0
00Q0016088,28223756,Avenga H2B s.r.o.,M,Professional & Scientific,Consulting,CZ064,Jihomoravský,112,s.r.o.,2008,18,Medium,86,112.82,Referral,Unqualified,Cold,Lucie Horáková,6,11,7,16,0.6918,3,False,72.6,2,1,False,3,0,False,19,2023-02-17,2023-03-18,29,40,Medium,0.065992,0.14,0,0,0
00Q0016089,28127315,Gynprax s.r.o.,Q,Healthcare,Healthcare,CZ031,Jihočeský,112,s.r.o.,2010,16,Small,19,22.2,Referral,Nurturing,Hot,Martin Novák,10,3,1,6,0.5923,1,False,24.2,5,0,False,0,0,False,2,2023-10-09,2023-12-22,74,63,High,0.473922,0.313,0,0,0
00Q0016090,01728822,Techbelt s.r.o.,C,Manufacturing,Manufacturing,CZ072,Zlínský,112,s.r.o.,2013,13,Medium,51,158.91,Cold Call,Contacted,Warm,Jana Procházková,5,5,2,12,0.491,2,False,59.2,5,1,False,2,1,True,5,2022-04-04,2022-05-19,45,52,Medium,0.1731,0.252,0,0,0
00Q0016091,09728155,Aktivum HM s.r.o.,M,Professional & Scientific,Consulting,CZ052,Královéhradecký,112,s.r.o.,2020,6,Small,28,57.98,LinkedIn,Contacted,Cold,Lucie Horáková,0,0,0,5,0.1633,1,False,40.1,0,0,False,0,1,False,15,2023-04-24,2023-06-09,46,48,Medium,0.075846,0.098,1,0,0
00Q0016092,10877193,FMK motorized s.r.o.,G,Wholesale & Retail,Retail,CZ072,Zlínský,112,s.r.o.,2021,5,Small,18,69.23,Event,Unqualified,Cold,Jana Procházková,3,3,1,8,0.4582,0,False,7.7,2,2,False,0,0,False,55,2024-03-22,2024-04-28,37,18,Low,0.007548,0.168,0,0,0
00Q0016093,26447461,Hexpol Compounding s.r.o.,C,Manufacturing,Manufacturing,CZ071,Olomoucký,112,s.r.o.,2001,25,Large,361,778.63,Email Campaign,Contacted,Cold,Jana Procházková,3,2,0,6,0.3846,1,False,236.5,1,0,False,0,0,False,7,2022-07-14,2022-07-31,17,51,Medium,0.110707,0.101,0,0,0
00Q0016094,45272905,VRL Praha a.s.,C,Manufacturing,Manufacturing,CZ010,Praha,121,a.s.,1992,34,Medium,214,536.58,LinkedIn,New,Cold,Lucie Horáková,4,5,2,10,0.5992,1,False,9.2,2,0,False,0,0,True,4,2023-09-20,2023-09-20,0,69,High,0.464655,0.119,0,0,0
00Q0016095,64945880,Penny Market s.r.o.,G,Wholesale & Retail,Retail,CZ020,Středočeský,112,s.r.o.,1996,30,Small,37,107.96,Cold Call,Working,Warm,Tomáš Dvořák,4,1,0,6,0.2186,1,False,23.4,0,0,False,0,0,False,4,2022-10-08,2022-10-30,22,42,Medium,0.018202,0.192,0,0,0
00Q0016096,07408242,Fany DK s.r.o.,S,Other Services,Other,CZ080,Moravskoslezský,112,s.r.o.,2018,8,Medium,53,155.03,Email Campaign,Qualified,Hot,Tomáš Dvořák,7,2,0,8,0.3046,1,False,170.5,2,1,True,0,0,True,2,2022-02-15,2022-03-12,25,69,High,0.82409,0.569,1,0,0
00Q0016097,26878151,AZK - trade s.r.o.,G,Wholesale & Retail,Retail,CZ080,Moravskoslezský,112,s.r.o.,2005,21,Small,32,104.31,Web,Contacted,Warm,Eva Šimánek,4,5,3,11,0.4604,1,True,8.1,2,1,False,1,0,True,3,2024-04-16,2024-05-29,43,62,High,0.886107,0.262,1,0,0
00Q0016098,60467789,TÜV SÜD Central Eastern Europe s.r.o.,M,Professional & Scientific,Consulting,CZ010,Praha,112,s.r.o.,1994,32,Small,18,32.48,LinkedIn,Contacted,Warm,Pavel Kratochvíl,3,6,3,9,0.6905,1,False,6.0,0,0,False,2,1,True,1,2022-12-21,2022-12-31,10,72,High,0.55529,0.222,1,0,0
00Q0016099,63218356,"RENOVA, s.r.o.",C,Manufacturing,Manufacturing,CZ052,Královéhradecký,112,s.r.o.,1995,31,Medium,82,179.3,LinkedIn,Unqualified,Cold,Lucie Horáková,3,5,2,8,0.6446,0,False,15.7,3,0,False,0,0,False,58,2023-04-18,2023-04-24,6,19,Low,0.011851,0.069,0,0,0
00Q0016100,04426169,VITOM a.s.,L,Real Estate,Real Estate,CZ064,Jihomoravský,121,a.s.,2015,11,Small,15,12.76,Web,Contacted,Cold,Lucie Horáková,4,0,0,4,0.226,0,True,14.5,2,0,False,4,0,True,4,2023-07-22,2023-08-23,32,63,High,0.42961,0.113,1,0,0
00Q0016101,27332730,Nemocnice AGEL Louny a.s.,Q,Healthcare,Healthcare,CZ042,Ústecký,121,a.s.,2007,19,Large,473,626.07,Web,Converted,Hot,Lucie Horáková,11,6,0,15,0.4664,1,True,62.2,5,0,True,1,0,False,2,2023-07-26,2023-09-01,37,86,High,0.997404,0.536,1,1,0
00Q0016102,26981947,GeneProof a.s.,C,Manufacturing,Manufacturing,CZ064,Jihomoravský,121,a.s.,2005,21,Large,272,977.22,Partner,Contacted,Hot,Tomáš Dvořák,6,0,0,3,0.3138,0,False,56.7,4,0,False,0,0,False,0,2022-04-19,2022-06-17,59,71,High,0.097005,0.321,0,0,0
00Q0016103,29451884,COGITO TRADE s.r.o.,G,Wholesale & Retail,Retail,CZ080,Moravskoslezský,112,s.r.o.,2012,14,Small,47,98.77,Web,Nurturing,Cold,Jana Procházková,0,2,0,9,0.2555,3,False,16.1,1,0,False,0,1,True,14,2022-02-03,2022-05-26,112,44,Medium,0.181268,0.094,0,0,0
00Q0016104,03646564,WAS.Bohemia-L. s.r.o.,C,Manufacturing,Manufacturing,CZ010,Praha,112,s.r.o.,2015,11,Small,19,29.91,LinkedIn,Working,Hot,Tomáš Dvořák,5,2,1,10,0.2773,0,False,4.1,4,0,False,1,0,True,13,2023-02-21,2023-03-19,26,61,High,0.184027,0.311,0,0,0
00Q0016105,19496826,MH-elektroplus s.r.o.,C,Manufacturing,Manufacturing,CZ071,Olomoucký,112,s.r.o.,2023,3,Small,26,53.61,Web,Contacted,Cold,Pavel Kratochvíl,8,3,0,7,0.495,1,False,40.6,1,2,False,2,1,True,1,2023-12-19,2024-01-22,34,53,Medium,0.172086,0.203,0,0,0
00Q0016106,64833321,BRISTOL GROUP s.r.o.,Q,Healthcare,Healthcare,CZ041,Karlovarský,112,s.r.o.,1996,30,Medium,64,76.35,Referral,Contacted,Warm,Martin Novák,8,2,0,5,0.5348,3,False,54.1,5,1,False,1,0,True,19,2024-01-01,2024-02-17,47,69,High,0.622647,0.269,1,1,0
00Q0016107,28244885,ZAKI DESIGN s.r.o.,M,Professional & Scientific,Consulting,CZ010,Praha,112,s.r.o.,2008,18,Small,10,16.55,Email Campaign,Working,Warm,Eva Šimánek,3,1,0,5,0.2858,0,False,7.4,0,2,False,1,0,False,14,2024-02-29,2024-03-24,24,73,High,0.362425,0.323,0,0,0
00Q0016108,03659313,Elvadan s.r.o.,H,Transportation,Transportation,CZ010,Praha,112,s.r.o.,2014,12,Small,19,25.98,Web,Unqualified,Cold,Pavel Kratochvíl,1,2,0,11,0.2182,2,False,36.6,5,1,False,0,2,True,38,2022-12-16,2023-01-17,32,16,Low,0.003547,0.116,0,0,0
00Q0016109,07522240,StavbyDay s.r.o.,C,Manufacturing,Manufacturing,CZ080,Moravskoslezský,112,s.r.o.,2018,8,Small,12,43.54,Web,Working,Hot,Lucie Horáková,6,4,1,14,0.2897,0,True,11.3,2,0,False,1,0,False,27,2023-09-04,2023-09-25,21,61,High,0.313939,0.311,0,0,0
00Q0016110,61463019,Bytové družstvo Slezská 11,L,Real Estate,Real Estate,CZ010,Praha,811,Pobočka,1994,32,Small,49,47.8,Partner,Working,Hot,Tomáš Dvořák,6,5,2,8,0.7168,2,True,48.4,2,0,False,3,1,False,11,2022-03-30,2022-04-14,15,74,High,0.476562,0.324,0,0,0
00Q0016111,21977135,Sumigarden s.r.o.,I,Accommodation & Food,Hospitality,CZ010,Praha,112,s.r.o.,2024,2,Small,13,23.43,Email Campaign,Nurturing,Cold,Pavel Kratochvíl,0,2,1,8,0.2835,0,False,42.6,1,0,False,0,1,False,92,2023-04-28,2023-07-06,69,42,Medium,0.014073,0.092,0,0,0
00Q0016112,28814878,Sinc s.r.o.,M,Professional & Scientific,Consulting,CZ053,Pardubický,112,s.r.o.,2011,15,Small,19,51.13,Web,Nurturing,Warm,Eva Šimánek,4,3,2,12,0.2753,0,False,93.3,3,1,False,2,0,False,40,2022-07-13,2022-11-23,133,52,Medium,0.272509,0.252,0,0,0
00Q0016113,07599579,Petr Dvořák společnost s.r.o.,J,Information & Communication,Technology,CZ010,Praha,112,s.r.o.,2018,8,Small,13,31.04,LinkedIn,Contacted,Warm,Eva Šimánek,2,1,0,15,0.1146,1,False,44.6,1,1,False,0,0,True,9,2025-03-09,2025-03-31,39,64,High,0.49197,0.264,1,0,0
00Q0016114,05136989,DADAL ANIMALS s.r.o.,G,Wholesale & Retail,Retail,CZ080,Moravskoslezský,112,s.r.o.,2016,10,Small,18,38.19,Referral,Working,Warm,Lucie Horáková,1,5,3,10,0.5703,1,False,22.3,2,0,False,2,2,False,39,2024-02-20,2024-02-29,9,59,Medium,0.230254,0.209,0,0,0
00Q0016115,01778544,Varhanářská dílna Dlabal-Mettler s.r.o.,C,Manufacturing,Manufacturing,CZ071,Olomoucký,112,s.r.o.,2013,13,Small,25,70.84,LinkedIn,Working,Warm,Lucie Horáková,2,3,1,8,0.3789,1,False,11.0,0,1,False,2,1,False,4,2024-10-03,2024-10-31,28,52,Medium,0.331206,0.252,0,0,0
00Q0016116,27415139,RRT s.r.o.,G,Wholesale & Retail,Retail,CZ010,Praha,112,s.r.o.,2006,20,Small,16,84.35,Other,Qualified,Hot,Tomáš Dvořák,1,12,8,17,0.7615,1,True,23.5,6,2,True,1,1,True,5,2022-07-27,2022-09-19,54,100,High,0.996574,0.65,1,1,0
00Q0016117,05661692,Transdev Střední Čechy s.r.o.,H,Transportation,Transportation,CZ020,Středočeský,112,s.r.o.,2017,9,Medium,178,387.26,Web,Qualified,Hot,Pavel Kratochvíl,0,3,2,9,0.3666,1,False,86.3,2,0,True,3,2,False,1,2024-11-17,2025-02-15,90,68,High,0.734691,0.518,1,1,0
00Q0016118,63490595,Gawain s.r.o.,I,Accommodation & Food,Hospitality,CZ064,Jihomoravský,112,s.r.o.,1995,31,Large,289,626.01,Email Campaign,Nurturing,Cold,Jana Procházková,0,5,0,10,0.5474,0,True,80.2,3,1,False,0,0,True,19,2023-06-16,2023-09-14,90,67,High,0.56705,0.167,0,0,0
00Q0016119,25633741,Pražská lékárnická s.r.o.,G,Wholesale & Retail,Retail,CZ064,Jihomoravský,112,s.r.o.,1997,29,Medium,242,658.94,LinkedIn,Contacted,Warm,Pavel Kratochvíl,5,4,2,8,0.5724,1,True,66.4,3,1,False,0,0,False,4,2024-01-15,2024-02-14,30,79,High,0.715293,0.279,1,0,0
00Q0016120,14058952,AlNeB Trade s.r.o.,I,Accommodation & Food,Hospitality,CZ051,Liberecký,112,s.r.o.,2021,5,Small,12,26.72,Web,Contacted,Warm,Eva Šimánek,8,1,0,12,0.133,1,True,12.4,2,2,False,0,2,False,39,2023-07-07,2023-08-15,39,58,Medium,0.353572,0.308,0,0,0
00Q0016121,18631673,"Bytový trend, družstvo",L,Real Estate,Real Estate,CZ010,Praha,811,Pobočka,1991,35,Small,31,32.68,Event,Qualified,Hot,Tomáš Dvořák,3,5,1,8,0.6668,1,False,86.7,2,1,True,2,1,False,1,2022-03-18,2022-05-13,56,81,High,0.896913,0.581,1,1,0
00Q0016122,24751731,enovation services s.r.o.,M,Professional & Scientific,Consulting,CZ010,Praha,112,s.r.o.,2010,16,Small,13,16.35,Referral,Contacted,Cold,Tomáš Dvořák,7,3,1,10,0.3903,1,False,4.5,3,0,False,2,0,False,0,2024-06-10,2024-06-23,13,78,High,0.784298,0.128,1,0,0
00Q0016123,26892537,"PETKA CZ, a.s.",E,Water & Waste,Utilities,CZ064,Jihomoravský,121,a.s.,2003,23,Small,19,20.87,Referral,Nurturing,Cold,Lucie Horáková,0,3,2,10,0.3096,3,False,92.2,2,3,False,0,1,True,5,2023-10-23,2023-12-24,62,51,Medium,0.318662,0.251,0,0,0
00Q0016124,29281156,Cart4Future s.r.o.,G,Wholesale & Retail,Retail,CZ072,Zlínský,112,s.r.o.,2011,15,Small,42,157.73,Email Campaign,Contacted,Warm,Martin Novák,4,6,1,8,0.8618,1,False,6.4,1,0,False,2,2,False,0,2022-08-18,2022-09-30,43,49,Medium,0.635654,0.199,1,0,0
00Q0016125,60647761,Titgemeyer Tools & Automation spol. s r.o.,C,Manufacturing,Manufacturing,CZ031,Jihočeský,112,s.r.o.,1994,32,Medium,195,333.57,Event,Nurturing,Cold,Eva Šimánek,8,6,2,9,0.7393,5,True,2.8,5,2,False,1,0,True,29,2024-06-21,2024-10-20,121,88,High,0.935243,0.238,0,0,0
00Q0016126,28295765,Diallogue Česká republika a.s.,N,Administrative & Support,Other,CZ010,Praha,121,a.s.,2008,18,Large,382,415.01,LinkedIn,Converted,Warm,Tomáš Dvořák,8,9,3,13,0.6935,1,True,6.3,5,1,False,3,1,False,0,2022-08-28,2023-02-23,179,88,High,0.99993,0.288,1,0,0
00Q0016127,01836846,OTK - KV s.r.o.,F,Construction,Construction,CZ041,Karlovarský,112,s.r.o.,2013,13,Small,12,15.51,Web,Contacted,Warm,Lucie Horáková,3,1,0,11,0.1773,0,False,16.4,4,1,False,1,0,False,5,2023-08-07,2023-09-20,44,39,Medium,0.088802,0.239,0,0,0
00Q0016128,60705973,"EZRA reality, s.r.o.",L,Real Estate,Real Estate,CZ064,Jihomoravský,112,s.r.o.,1994,32,Small,11,17.51,Cold Call,New,Warm,Tomáš Dvořák,6,1,0,5,0.3158,0,False,31.4,2,0,False,0,0,True,7,2024-04-26,2024-04-26,0,46,Medium,0.051399,0.196,0,0,0
00Q0016129,04318871,MT3 works a.s.,C,Manufacturing,Manufacturing,CZ072,Zlínský,121,a.s.,2015,11,Small,12,83.27,Event,Qualified,Cold,Tomáš Dvořák,4,0,0,6,0.0825,0,False,1.5,2,1,False,0,0,True,1,2023-01-23,2023-03-06,42,69,High,0.785176,0.249,1,0,0
00Q0016130,25546988,"PAAL, s.r.o.",N,Administrative & Support,Other,CZ010,Praha,112,s.r.o.,1998,28,Small,11,48.37,Referral,Contacted,Cold,Jana Procházková,22,0,0,5,0.1697,1,False,35.1,3,1,False,3,1,True,6,2023-07-09,2023-08-29,51,67,High,0.887567,0.167,1,0,0
00Q0016131,28954122,OCTOPUSTOOLS s.r.o.,C,Manufacturing,Manufacturing,CZ020,Středočeský,112,s.r.o.,2009,17,Small,45,88.47,Email Campaign,Contacted,Cold,Pavel Kratochvíl,1,3,1,12,0.3042,0,True,0.5,3,0,False,0,0,True,34,2022-07-08,2022-07-19,11,64,High,0.521425,0.194,1,1,0
00Q0016132,01944924,DUMAG barvy s.r.o.,G,Wholesale & Retail,Retail,CZ080,Moravskoslezský,112,s.r.o.,2013,13,Small,13,149.11,Email Campaign,Nurturing,Cold,Lucie Horáková,5,3,1,7,0.4458,0,False,106.4,4,0,False,1,1,False,1,2024-05-25,2024-08-13,80,40,Medium,0.093184,0.09,0,0,0
00Q0016133,01837648,"Dřevostavby Milotice, s.r.o.",F,Construction,Construction,CZ064,Jihomoravský,112,s.r.o.,2016,10,Small,33,46.0,Referral,Contacted,Warm,Tomáš Dvořák,4,5,2,10,0.5106,0,False,3.4,2,1,False,0,0,True,5,2023-08-28,2023-10-08,41,65,High,0.5302,0.265,1,0,0
00Q0016134,26384957,WEBTIP s.r.o.,G,Wholesale & Retail,Retail,CZ032,Plzeňský,112,s.r.o.,2005,21,Small,25,157.88,Email Campaign,Nurturing,Cold,Tomáš Dvořák,5,7,1,12,0.6062,0,True,6.7,1,0,False,2,1,True,9,2023-01-04,2023-05-02,118,64,High,0.622704,0.114,0,0,0
00Q0016135,07673493,ELEKTROBOSS s.r.o.,S,Other Services,Other,CZ064,Jihomoravský,112,s.r.o.,2018,8,Small,16,29.65,Cold Call,Nurturing,Warm,Eva Šimánek,10,5,1,9,0.6422,2,False,10.2,0,0,False,1,1,False,33,2022-07-29,2022-12-27,151,52,Medium,0.072507,0.202,0,0,0
00Q0016136,28283791,"Top Advert, s.r.o.",M,Professional & Scientific,Consulting,CZ064,Jihomoravský,112,s.r.o.,2008,18,Medium,79,139.45,Event,Working,Cold,Jana Procházková,3,6,5,9,0.7526,1,False,44.2,4,2,False,0,0,True,2,2024-05-11,2024-05-16,5,80,High,0.741099,0.23,0,0,0
00Q0016137,05425719,Free Safeline s.r.o.,M,Professional & Scientific,Consulting,CZ010,Praha,112,s.r.o.,2016,10,Small,15,64.95,Web,Working,Hot,Tomáš Dvořák,4,1,0,7,0.2789,1,False,12.6,2,1,False,3,1,False,10,2022-09-22,2022-10-20,28,70,High,0.120323,0.37,0,0,0
00Q0016138,28797795,JOGOO HK s.r.o.,I,Accommodation & Food,Hospitality,CZ052,Královéhradecký,112,s.r.o.,2010,16,Small,49,49.91,Email Campaign,Nurturing,Cold,Lucie Horáková,0,3,0,5,0.6795,3,False,252.6,2,0,False,0,1,False,19,2024-08-02,2024-12-26,146,32,Medium,0.095981,0.082,0,0,0
00Q0016139,60735309,"Hanácké stavby, spol. s r.o.",F,Construction,Construction,CZ071,Olomoucký,112,s.r.o.,1995,31,Small,43,36.03,Web,Qualified,Warm,Pavel Kratochvíl,9,8,4,11,0.7634,1,True,117.3,3,1,False,2,1,False,0,2024-03-12,2024-04-27,46,69,High,0.948033,0.269,1,0,0
00Q0016140,47666331,"HRAS - zařízení hřišť, s.r.o.",C,Manufacturing,Manufacturing,CZ080,Moravskoslezský,112,s.r.o.,1992,34,Small,10,43.2,Web,Converted,Hot,Eva Šimánek,3,9,3,17,0.5315,3,False,15.2,2,1,True,0,0,True,5,2024-11-11,2024-12-12,31,64,High,0.990035,0.564,1,1,0
00Q0016141,25816594,"HEGAs - ENERGO, s.r.o.",D,Electricity & Gas,Energy,CZ080,Moravskoslezský,112,s.r.o.,1998,28,Medium,62,380.84,Web,Working,Cold,Pavel Kratochvíl,3,7,5,13,0.5879,1,False,3.3,5,1,False,1,1,False,5,2023-08-11,2023-09-01,21,58,Medium,0.518667,0.158,0,0,0
00Q0016142,07755023,Via Comperta s.r.o.,M,Professional & Scientific,Consulting,CZ080,Moravskoslezský,112,s.r.o.,2019,7,Small,19,33.63,Web,Unqualified,Cold,Tomáš Dvořák,2,1,0,7,0.2634,0,True,44.7,1,0,False,1,0,True,5,2024-12-11,2024-12-31,20,24,Low,0.014677,0.074,0,0,0
00Q0016143,26803208,ŠVRČEK & GLAJC s.r.o.,F,Construction,Construction,CZ080,Moravskoslezský,112,s.r.o.,2003,23,Small,16,27.75,Email Campaign,Working,Hot,Eva Šimánek,6,6,1,10,0.6603,0,False,70.9,2,1,False,1,2,False,9,2024-04-04,2024-04-12,8,45,Medium,0.112506,0.345,0,0,0
00Q0016144,28573358,Autocentrum Karviná spol. s r.o.,S,Other Services,Other,CZ080,Moravskoslezský,112,s.r.o.,2009,17,Small,15,20.93,Web,Contacted,Warm,Tomáš Dvořák,6,15,11,16,0.9482,3,True,23.2,3,0,False,0,0,True,5,2025-01-31,2025-03-31,59,58,Medium,0.451398,0.208,0,0,0
00Q0016145,00558311,AVOS a.s.,C,Manufacturing,Manufacturing,CZ072,Zlínský,121,a.s.,1990,36,Small,13,19.53,Cold Call,New,Cold,Eva Šimánek,1,0,0,8,0.0206,0,False,14.6,3,2,False,1,0,False,13,2024-04-17,2024-04-19,2,46,Medium,0.025263,0.196,0,0,0
00Q0016146,26830680,BOIS security s.r.o.,N,Administrative & Support,Other,CZ080,Moravskoslezský,112,s.r.o.,2004,22,Small,14,22.05,Web,Unqualified,Cold,Eva Šimánek,2,1,0,7,0.2712,1,True,63.7,0,1,False,0,1,False,14,2025-01-29,2025-02-27,29,11,Low,0.058277,0.111,0,0,0
00Q0016147,04213947,Běhal PIANA s. r. o.,S,Other Services,Other,CZ031,Jihočeský,112,s.r.o.,2015,11,Small,32,47.82,Web,Working,Warm,Jana Procházková,0,6,4,11,0.6356,1,False,42.1,3,0,False,1,1,True,16,2023-10-04,2023-10-19,15,37,Medium,0.076358,0.187,0,0,0
00Q0016148,60792078,PSP Engineering a.s.,M,Professional & Scientific,Consulting,CZ071,Olomoucký,121,a.s.,1995,31,Large,390,674.62,Event,Unqualified,Cold,Jana Procházková,3,1,0,8,0.2445,1,False,10.3,2,0,False,0,0,True,37,2022-12-08,2022-12-11,3,34,Medium,0.015649,0.084,0,0,0
00Q0016149,26305704,DONNEX a.s.,F,Construction,Construction,CZ052,Královéhradecký,121,a.s.,2002,24,Small,15,53.11,Referral,Working,Warm,Lucie Horáková,7,7,3,12,0.6237,3,False,52.3,5,1,False,1,2,True,17,2022-01-05,2022-01-17,12,55,Medium,0.130154,0.255,0,0,0
00Q0016150,44005113,"TES, spol. s r.o.",H,Transportation,Transportation,CZ072,Zlínský,112,s.r.o.,1991,35,Small,16,27.15,Event,Nurturing,Cold,Pavel Kratochvíl,1,10,5,17,0.5887,1,False,8.1,4,0,False,3,0,True,1,2024-10-05,2025-01-05,92,54,Medium,0.409506,0.104,0,0,0
00Q0016151,26741270,OREGA s.r.o.,L,Real Estate,Real Estate,CZ010,Praha,112,s.r.o.,2002,24,Small,13,36.18,Web,Working,Cold,Tomáš Dvořák,7,4,3,13,0.352,1,True,22.0,5,1,False,2,0,True,28,2023-03-14,2023-04-09,26,75,High,0.371563,0.175,0,0,0
00Q0016152,27315827,C + C CIMBÁL s.r.o.,G,Wholesale & Retail,Retail,CZ051,Liberecký,112,s.r.o.,2007,19,Large,264,1903.0,Web,Nurturing,Warm,Eva Šimánek,6,4,1,6,0.7346,1,True,6.3,2,0,False,0,1,False,48,2022-03-20,2022-06-09,81,79,High,0.785548,0.229,0,0,0
00Q0016153,14322862,BUDOVAT s.r.o.,F,Construction,Construction,CZ071,Olomoucký,112,s.r.o.,2022,4,Small,28,58.48,Cold Call,Working,Cold,Pavel Kratochvíl,5,5,2,13,0.4285,1,False,6.2,0,0,False,2,0,False,49,2023-05-27,2023-06-09,13,38,Medium,0.054157,0.088,0,0,0
00Q0016154,04015231,uniclermont s.r.o.,G,Wholesale & Retail,Retail,CZ010,Praha,112,s.r.o.,2015,11,Small,13,96.35,Email Campaign,New,Cold,Jana Procházková,0,0,0,3,0.2672,0,False,79.0,1,1,False,0,1,True,18,2024-12-29,2025-01-01,3,49,Medium,0.060684,0.149,0,0,0
00Q0016155,63495422,Muchomůrka červená s.r.o.,I,Accommodation & Food,Hospitality,CZ064,Jihomoravský,112,s.r.o.,1996,30,Small,12,17.13,Web,Qualified,Warm,Jana Procházková,6,1,0,6,0.2167,0,True,34.3,0,0,False,0,0,False,0,2025-02-25,2025-03-17,20,70,High,0.901361,0.22,1,0,0
00Q0016156,26397188,Agentura domácí péče s.r.o.,Q,Healthcare,Healthcare,CZ032,Plzeňský,112,s.r.o.,2005,21,Small,13,15.92,Referral,Qualified,Hot,Martin Novák,9,12,3,15,0.8153,2,True,13.8,3,4,True,5,2,False,0,2024-03-02,2024-05-27,86,100,High,0.998506,0.75,1,1,0
00Q0016157,04055021,"Granddoksy, s.r.o.",I,Accommodation & Food,Hospitality,CZ020,Středočeský,112,s.r.o.,2015,11,Small,16,16.04,Referral,New,Cold,Martin Novák,2,1,0,10,0.1175,0,True,45.9,3,0,False,1,0,False,1,2024-10-03,2024-10-07,4,52,Medium,0.042118,0.102,0,0,0
00Q0016158,49448421,"3 P, spol. s r.o.",C,Manufacturing,Manufacturing,CZ064,Jihomoravský,112,s.r.o.,1993,33,Medium,128,317.96,Cold Call,Contacted,Warm,Eva Šimánek,0,3,0,7,0.4974,0,False,126.6,2,1,False,1,1,True,1,2024-06-11,2024-08-01,51,48,Medium,0.276941,0.248,0,0,0
00Q0016159,27858375,TOLFIN s. r. o.,F,Construction,Construction,CZ080,Moravskoslezský,112,s.r.o.,2008,18,Medium,62,137.41,Email Campaign,Contacted,Cold,Tomáš Dvořák,29,5,3,11,0.5152,1,True,118.0,3,0,False,2,1,False,46,2022-11-25,2022-12-12,17,66,High,0.629153,0.116,0,0,0
